month,regional_team,bnf_code,bnf_name,drug,items,quantity
2020-10-01,Y56,0601023Y0AAACAC,Exenatide 2mg inj vials,Exenatide,1,4.0
2020-10-01,Y62,0601023Y0AAACAC,Exenatide 2mg inj vials,Exenatide,1,8.0
2025-04-01,Y58,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,176,189.0
2025-01-01,Y58,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,89,99.0
2024-07-01,Y56,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,158,193.0
2024-07-01,Y58,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,6,10.0
2024-04-01,Y59,0601023AZAAABAB,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,13,52.0
2024-06-01,Y62,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,3,3.0
2024-10-01,Y60,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,184,215.0
2024-09-01,Y61,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,2,2.0
2024-07-01,Y59,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,14,14.0
2025-02-01,Y63,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,940,1000.0
2024-06-01,Y60,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,153,199.0
2024-03-01,Y59,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,11,41.0
2024-10-01,Y63,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,2,5.0
2024-05-01,Y58,0601023AZAAABAB,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,2,8.0
2024-05-01,Y58,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,45,50.0
2023-11-01,Y61,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,1,4.0
2020-01-01,Y61,0601023Y0BCAAAC,Bydureon 2mg inj vials,Exenatide,2,16.0
2020-02-01,Y61,0601023AIBBACAC,Lyxumia 10micrograms/20micrograms treatment initiation pack,Lixisenatide,1,2.0
2024-09-01,Y63,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,18,22.0
2024-11-01,Y59,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,626,761.0
2025-02-01,Y58,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,662,724.0
2025-03-01,Y60,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,1,1.0
2025-02-01,Y63,0601023ABBFAAAA,Diavic 6mg/ml solution for injection 3ml pre-filled pens,Liraglutide,1,2.0
2024-08-01,Y59,0601023AZAAAAAA,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,1,4.0
2024-06-01,Y56,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,2,3.0
2024-08-01,Y60,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,28,35.0
2025-03-01,Y61,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,2195,2353.0
2024-10-01,Y61,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,62,69.0
2024-10-01,Y58,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,59,61.0
2024-11-01,Y56,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,786,928.0
2024-09-01,Y60,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,7,19.0
2024-05-01,Y58,0601023AZAAAAAA,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,6,24.0
2024-05-01,Y62,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,29,32.0
2024-05-01,Y59,0601023AZAAAFAF,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,2,2.0
2025-02-01,Y59,0601023AZAAABAB,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,2,8.0
2020-08-01,Y58,0601023Y0AAACAC,Exenatide 2mg inj vials,Exenatide,1,4.0
2024-10-01,Y61,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,422,453.0
2024-09-01,Y61,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,6,6.0
2024-09-01,Y59,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,333,373.0
2025-01-01,Y63,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,490,560.0
2025-02-01,Y56,0601023AZAAAFAF,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,634,745.0
2024-01-01,Y63,0601023AZAAAAAA,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,1,4.0
2025-03-01,Y61,0601023ABBFAAAA,Diavic 6mg/ml solution for injection 3ml pre-filled pens,Liraglutide,4,8.0
2021-05-01,Y62,0601023AIBBACAC,Lyxumia 10micrograms/20micrograms treatment initiation pack,Lixisenatide,1,2.0
2024-08-01,Y56,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,8,11.0
2025-03-01,Y61,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,1262,1361.0
2024-09-01,Y62,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,629,690.0
2025-01-01,Y58,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,99,104.0
2024-11-01,Y60,0601023AZAAAFAF,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,450,545.0
2025-02-01,Y60,0601023AZAAAFAF,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,782,895.0
2025-02-01,Y56,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,756,911.0
2024-12-01,Y58,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,103,122.0
2024-12-01,Y62,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,1414,1519.0
2025-02-01,Y61,0601023AZAAAAAA,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,1,4.0
2021-10-01,Y56,0601023Y0AAACAC,Exenatide 2mg inj vials,Exenatide,1,4.0
2024-08-01,Y56,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,21,26.0
2025-04-01,Y59,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,1301,1530.0
2024-11-01,Y59,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,105,121.0
2023-09-01,Y62,0601023AIBBACAC,Lyxumia 10micrograms/20micrograms treatment initiation pack,Lixisenatide,1,2.0
2024-04-01,Y58,0601023AZAAAAAA,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,21,67.0
2024-07-01,Y56,0601023AZAAABAB,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,1,8.0
2024-10-01,Y63,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,2,5.0
2021-01-01,Y62,0601023AIBBACAC,Lyxumia 10micrograms/20micrograms treatment initiation pack,Lixisenatide,1,2.0
2020-10-01,Y60,0601023AIBBACAC,Lyxumia 10micrograms/20micrograms treatment initiation pack,Lixisenatide,1,2.0
2024-09-01,Y60,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,9,18.0
2025-04-01,Y59,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,357,396.0
2025-01-01,Y62,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,149,161.0
2024-11-01,Y63,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,62,62.0
2023-10-01,Y56,0601023AZAAAAAA,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,1,4.0
2020-08-01,Y60,0601023AIBBACAC,Lyxumia 10micrograms/20micrograms treatment initiation pack,Lixisenatide,1,2.0
2020-06-01,Y63,0601023AIBBACAC,Lyxumia 10micrograms/20micrograms treatment initiation pack,Lixisenatide,1,2.0
2024-10-01,Y59,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,100,114.0
2024-10-01,Y60,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,126,140.0
2024-02-01,Y60,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,7,16.0
2024-06-01,Y58,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,14,15.0
2024-04-01,Y62,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,69,186.0
2024-05-01,Y63,0601023AZAAAFAF,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,2,6.0
2024-05-01,Y58,0601023AZAAAFAF,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,4,4.0
2023-03-01,Y63,0601023Y0AAACAC,Exenatide 2mg inj vials,Exenatide,1,4.0
2024-09-01,Y63,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,2,5.0
2025-04-01,Y62,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,306,334.0
2024-11-01,Y62,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,1207,1314.0
2024-02-01,Y63,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,1,1.0
2025-01-01,Y60,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,3,6.0
2025-03-01,Y62,0601023ABBFAAAA,Diavic 6mg/ml solution for injection 3ml pre-filled pens,Liraglutide,2,5.0
2024-07-01,Y56,0601023AZAAAFAF,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,41,72.0
2024-11-01,Y62,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,74,80.0
2024-07-01,Y59,0601023AZAAABAB,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,3,12.0
2024-10-01,Y63,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,46,49.0
2025-04-01,Y59,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,3958,4481.0
2025-04-01,Y60,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,387,425.0
2024-12-01,Y58,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,96,107.0
2024-06-01,Y60,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,1,4.0
2024-08-01,Y59,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,664,771.0
2025-04-01,Y59,0601023ABBEAAAA,Zegluxen 6mg/ml solution for injection 3ml pre-filled pens,Liraglutide,114,254.0
2024-11-01,Y61,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,52,64.0
2025-02-01,Y61,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,193,201.0
2024-03-01,Y62,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,38,80.0
2020-10-01,Y56,0601023Y0BCAAAC,Bydureon 2mg inj vials,Exenatide,1,8.0
2025-03-01,Y58,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,1845,1949.0
2025-03-01,Y61,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,182,189.0
2024-10-01,Y60,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,81,110.0
2025-04-01,Y61,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,344,379.0
2024-11-01,Y60,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,115,135.0
2024-12-01,Y60,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,167,198.0
2024-12-01,Y60,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,2,2.0
2024-02-01,Y62,0601023AZAAABAB,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,2,5.0
2020-03-01,Y58,0601023AIBBACAC,Lyxumia 10micrograms/20micrograms treatment initiation pack,Lixisenatide,1,2.0
2020-01-01,Y60,0601023AIBBACAC,Lyxumia 10micrograms/20micrograms treatment initiation pack,Lixisenatide,1,2.0
2025-03-01,Y62,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,1249,1328.0
2024-09-01,Y63,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,14,15.0
2024-03-01,Y58,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,4,10.0
2024-07-01,Y63,0601023AZAAABAB,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,1,4.0
2025-03-01,Y60,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,2,8.0
2020-04-01,Y58,0601023Y0BCAAAC,Bydureon 2mg inj vials,Exenatide,1,4.0
2021-07-01,Y56,0601023Y0AAACAC,Exenatide 2mg inj vials,Exenatide,1,4.0
2024-10-01,Y62,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,964,1052.0
2025-04-01,Y61,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,2458,2578.0
2025-01-01,Y61,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,870,960.0
2021-05-01,Y56,0601023AIBBACAC,Lyxumia 10micrograms/20micrograms treatment initiation pack,Lixisenatide,2,4.0
2025-02-01,Y60,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,956,1047.0
2025-02-01,Y61,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,210,231.0
2024-12-01,Y56,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,484,585.0
2024-02-01,Y58,0601023AZAAAAAA,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,12,42.0
2024-08-01,Y56,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,300,356.0
2024-09-01,Y60,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,116,129.0
2024-09-01,Y56,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,55,67.0
2025-01-01,Y61,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,173,190.0
2024-07-01,Y63,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,3,6.0
2024-12-01,Y58,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,1169,1254.0
2024-12-01,Y62,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,106,115.0
2024-08-01,Y63,0601023AZAAABAB,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,2,5.0
2024-04-01,Y63,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,1,4.0
2024-06-01,Y60,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,10,14.0
2024-06-01,Y62,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,99,104.0
2024-12-01,Y59,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,97,117.0
2024-12-01,Y58,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,461,507.0
2024-06-01,Y59,0601023AZAAAAAA,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,6,21.0
2024-07-01,Y61,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,4,4.0
2020-06-01,Y61,0601023Y0AAACAC,Exenatide 2mg inj vials,Exenatide,1,8.0
2020-02-01,Y61,0601023Y0BCAAAC,Bydureon 2mg inj vials,Exenatide,4,16.0
2021-05-01,Y61,0601023Y0BCAAAC,Bydureon 2mg inj vials,Exenatide,1,12.0
2024-10-01,Y60,0601023AZAAAFAF,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,387,486.0
2025-04-01,Y56,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,267,304.0
2025-01-01,Y63,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,94,104.0
2024-06-01,Y56,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,46,57.0
2024-07-01,Y56,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,8,16.0
2024-07-01,Y58,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,3,3.0
2024-04-01,Y63,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,69,184.0
2024-04-01,Y63,0601023AZAAAAAA,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,12,45.0
2024-02-01,Y58,0601023AZAAABAB,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,1,4.0
2024-04-01,Y60,0601023AZAAAFAF,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,1,1.0
2021-03-01,Y56,0601023Y0AAACAC,Exenatide 2mg inj vials,Exenatide,1,4.0
2024-08-01,Y62,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,420,461.0
2025-03-01,Y61,0601023AZAAAFAF,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,617,666.0
2025-03-01,Y59,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,198,215.0
2025-01-01,Y59,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,926,1099.0
2024-07-01,Y63,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,5,17.0
2024-12-01,Y56,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,92,124.0
2024-08-01,Y61,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,183,200.0
2025-03-01,Y59,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,1651,1918.0
2024-07-01,Y62,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,140,161.0
2024-11-01,Y62,0601023AZBBAFAF,Mounjaro KwikPen 10mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,511,558.0
2024-02-01,Y58,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,7,16.0
2021-01-01,Y61,0601023Y0BCAAAC,Bydureon 2mg inj vials,Exenatide,2,16.0
2025-02-01,Y62,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,192,197.0
2024-07-01,Y59,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,3,6.0
2024-08-01,Y63,0601023AZAAAAAA,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,4,13.0
2024-10-01,Y59,0601023AZAAABAB,Tirzepatide 5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,2,5.0
2024-04-01,Y62,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,8,33.0
2024-05-01,Y59,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,30,33.0
2020-05-01,Y63,0601023Y0BCAAAC,Bydureon 2mg inj vials,Exenatide,1,8.0
2024-10-01,Y58,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,51,53.0
2024-09-01,Y58,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,569,608.0
2024-09-01,Y62,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,352,409.0
2025-04-01,Y56,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,300,348.0
2024-07-01,Y62,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,217,226.0
2024-12-01,Y59,0601023AZAAACAC,Tirzepatide 7.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,741,914.0
2024-12-01,Y56,0601023AZAAAFAF,Tirzepatide 10mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,395,503.0
2024-06-01,Y63,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,1,1.0
2024-11-01,Y59,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,69,76.0
2025-02-01,Y60,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,2,5.0
2024-07-01,Y62,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,5,8.0
2021-03-01,Y61,0601023Y0BCAAAC,Bydureon 2mg inj vials,Exenatide,1,4.0
2024-10-01,Y59,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,64,71.0
2025-04-01,Y58,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,216,227.0
2025-01-01,Y59,0601023AZBBAEAE,Mounjaro KwikPen 12.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,227,252.0
2025-02-01,Y59,0601023AZAAADAD,Tirzepatide 15mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,108,143.0
2024-07-01,Y60,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,12,12.0
2020-03-01,Y56,0601023Y0AAACAC,Exenatide 2mg inj vials,Exenatide,1,4.0
2024-08-01,Y63,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,8,11.0
2024-08-01,Y62,0601023AZAAAEAE,Tirzepatide 12.5mg/0.6ml inj 2.4ml pf dispos dev,Tirzepatide,24,27.0
2024-10-01,Y61,0601023AZBBADAD,Mounjaro KwikPen 15mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,47,60.0
2025-04-01,Y60,0601023AZBBACAC,Mounjaro KwikPen 7.5mg/0.6ml inj 2.4ml pre-filled pens,Tirzepatide,5398,5812.0
2024-07-01,Y56,0601023AZAAAAAA,Tirzepatide 2.5mg/0.5ml inj pre-filled disposable devices,Tirzepatide,3,12.0
2024-02-01,Y59,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,7,16.0
2025-02-01,Y56,0601023AZBBABAB,Mounjaro 5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,1,8.0
2024-04-01,Y58,0601023AZBBAAAA,Mounjaro 2.5mg/0.5ml solution for injection pre-filled pens,Tirzepatide,50,95.0
2020-04-01,Y61,0601023Y0BCAAAC,Bydureon 2mg inj vials,Exenatide,1,4.0
2020-02-01,Y62,0601023Y0AAACAC,Exenatide 2mg inj vials,Exenatide,1,8.0
2021-06-01,Y58,0601023Y0BCAAAC,Bydureon 2mg inj vials,Exenatide,1,4.0
